Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-05-18 00:00:00-04:00,614.0774560646518,616.3369099871259,604.7044562931511,605.259765625,644700,0.0,0.0
2021-05-19 00:00:00-04:00,582.1098552667795,604.1013457138406,580.7982195262929,603.909912109375,1049600,0.0,0.0
2021-05-20 00:00:00-04:00,605.7385085966215,624.4652842744044,604.8385486245381,621.133544921875,1086900,0.0,0.0
2021-05-21 00:00:00-04:00,618.3475184830215,619.7836211968623,609.0798759819228,611.9903564453125,847500,0.0,0.0
2021-05-24 00:00:00-04:00,619.9175013479233,634.048757523641,618.2516320066669,630.8797607421875,794000,0.0,0.0
2021-05-25 00:00:00-04:00,642.579204159566,650.4969339509563,638.8549564120702,643.6514892578125,1088800,0.0,0.0
2021-05-26 00:00:00-04:00,638.7974262047849,641.0186047854041,631.7509649087771,637.4092407226562,597100,0.0,0.0
2021-05-27 00:00:00-04:00,632.8425629093218,639.4103249538048,630.8607342553133,636.7583618164062,652600,0.0,0.0
2021-05-28 00:00:00-04:00,640.5304345800632,647.1843290982358,638.5294394805991,646.696044921875,610700,0.0,0.0
2021-06-01 00:00:00-04:00,655.5711518928504,658.778482263349,640.0421262346931,643.182373046875,1292000,0.0,0.0
2021-06-02 00:00:00-04:00,641.9569471648258,649.8171769957926,640.2814943449029,645.3748779296875,596800,0.0,0.0
2021-06-03 00:00:00-04:00,638.921938869183,641.8515854483338,631.9903605861699,637.524169921875,612100,0.0,0.0
2021-06-04 00:00:00-04:00,646.0642348843568,654.8819255240329,644.4175320193159,654.1925659179688,531000,0.0,0.0
2021-06-07 00:00:00-04:00,651.2054606543078,655.2552510177007,647.6630627895489,652.9287719726562,594300,0.0,0.0
2021-06-08 00:00:00-04:00,661.2486930466748,662.6369373609291,647.7301841377966,651.7321166992188,562800,0.0,0.0
2021-06-09 00:00:00-04:00,655.8201296457164,658.7497763546106,651.8086143985064,653.5128173828125,440700,0.0,0.0
2021-06-10 00:00:00-04:00,659.9943322543709,674.7575065367154,657.3136195454683,670.1236572265625,800100,0.0,0.0
2021-06-11 00:00:00-04:00,668.4577899629539,669.166257777357,661.8995541267393,667.337646484375,445100,0.0,0.0
2021-06-14 00:00:00-04:00,669.7119573711769,679.4008562345244,665.9110428893943,679.1136474609375,636600,0.0,0.0
2021-06-15 00:00:00-04:00,677.4574638471494,680.6839031123241,667.1845616336218,671.8854370117188,510700,0.0,0.0
2021-06-16 00:00:00-04:00,675.9734795885762,679.7264780072704,664.1495916004809,669.2716674804688,590900,0.0,0.0
2021-06-17 00:00:00-04:00,661.9090934254021,674.5181133758143,661.6601596833675,669.0609130859375,746700,0.0,0.0
2021-06-18 00:00:00-04:00,656.155185433073,657.9264135142208,640.09001642666,642.4835205078125,1669900,0.0,0.0
2021-06-21 00:00:00-04:00,649.5968979363813,652.8999446976638,643.7567723385735,651.6553344726562,565500,0.0,0.0
2021-06-22 00:00:00-04:00,651.502258153472,658.2806783918206,647.4524677570158,656.5956420898438,542200,0.0,0.0
2021-06-23 00:00:00-04:00,657.285101645646,659.870039819817,650.602397184656,652.6129760742188,523400,0.0,0.0
2021-06-24 00:00:00-04:00,662.2059403523749,668.2280337425069,661.2485387638801,665.3941040039062,469400,0.0,0.0
2021-06-25 00:00:00-04:00,664.3696890047662,665.9302582963379,656.748751189335,656.9785766601562,431200,0.0,0.0
2021-06-28 00:00:00-04:00,669.1566945468298,675.7340388765109,668.907760780732,674.1160278320312,623900,0.0,0.0
2021-06-29 00:00:00-04:00,670.1333171734221,675.2267011199763,668.4578642344962,673.7044067382812,400000,0.0,0.0
2021-06-30 00:00:00-04:00,665.011158046314,666.8972696698528,657.3424199691966,661.411376953125,767500,0.0,0.0
2021-07-01 00:00:00-04:00,657.9646854561734,662.2155510217646,645.7961481631813,650.3724975585938,997500,0.0,0.0
2021-07-02 00:00:00-04:00,659.1614353204512,660.4826542375109,654.5755025742359,658.2518920898438,449700,0.0,0.0
2021-07-06 00:00:00-04:00,660.071007132689,664.0059139566326,647.8737192539961,656.653076171875,788700,0.0,0.0
2021-07-07 00:00:00-04:00,664.4749750390995,666.0834026897351,655.2169180736815,660.7794189453125,442900,0.0,0.0
2021-07-08 00:00:00-04:00,642.39730296732,646.8204936576444,636.5093182241728,644.9918823242188,849400,0.0,0.0
2021-07-09 00:00:00-04:00,654.8339675874845,663.4793323917684,650.008684388565,661.9091796875,583600,0.0,0.0
2021-07-12 00:00:00-04:00,670.1811428520675,678.3286400955087,669.3864831351273,677.658447265625,618500,0.0,0.0
2021-07-13 00:00:00-04:00,676.1648948050305,680.3870102420074,673.6277571354158,676.32763671875,623300,0.0,0.0
2021-07-14 00:00:00-04:00,689.3100709551563,692.2110262126419,682.5125421242351,685.9879150390625,852000,0.0,0.0
2021-07-15 00:00:00-04:00,682.2156888759407,682.8858817063051,667.1557798828715,673.9533081054688,729400,0.0,0.0
2021-07-16 00:00:00-04:00,672.938349611798,676.873255627328,657.6103427342305,658.1369018554688,578300,0.0,0.0
2021-07-19 00:00:00-04:00,645.1450817625621,655.1691074753725,642.9814031080817,654.8627319335938,855300,0.0,0.0
2021-07-20 00:00:00-04:00,648.0268029383492,659.3241296080848,644.264221836831,654.9105224609375,805600,0.0,0.0
2021-07-21 00:00:00-04:00,675.86803440482,690.3726908720915,670.8416764022221,690.2864990234375,1281300,0.0,0.0
2021-07-22 00:00:00-04:00,701.7754125780823,708.5346659198045,693.3502897075601,698.8265991210938,946000,0.0,0.0
2021-07-23 00:00:00-04:00,715.9353211563769,724.5424106226504,711.435580386205,716.2704467773438,1069800,0.0,0.0
2021-07-26 00:00:00-04:00,725.9018864324278,726.6677960060092,716.5001959461921,721.9669799804688,691800,0.0,0.0
2021-07-27 00:00:00-04:00,719.1713570716537,720.1096503932534,701.8328277931365,713.838623046875,881200,0.0,0.0
2021-07-28 00:00:00-04:00,718.051304842763,728.6209990133891,713.6472802137932,727.4912719726562,716500,0.0,0.0
2021-07-29 00:00:00-04:00,729.1857651982173,735.1791083987624,727.4911457136436,733.0919799804688,634000,0.0,0.0
2021-07-30 00:00:00-04:00,728.3624652510996,735.9546532533477,724.5519669833405,734.078125,488200,0.0,0.0
2021-08-02 00:00:00-04:00,737.9748180971933,742.7905768018572,735.6770305931307,736.8642578125,499900,0.0,0.0
2021-08-03 00:00:00-04:00,737.7066284237608,747.2040352326175,734.8152571060131,746.3232421875,533700,0.0,0.0
2021-08-04 00:00:00-04:00,758.2717162792815,764.552268982163,754.2410341573166,761.5938720703125,629700,0.0,0.0
2021-08-05 00:00:00-04:00,771.1964858382443,771.3209527071241,756.6535548247671,760.8948364257812,723700,0.0,0.0
2021-08-06 00:00:00-04:00,751.0815761544611,753.656988867719,746.6775520456555,749.91357421875,556900,0.0,0.0
2021-08-09 00:00:00-04:00,756.5578123847591,758.501365548259,752.1346219711107,755.0834350585938,477100,0.0,0.0
2021-08-10 00:00:00-04:00,761.6990957158054,763.0872811620388,750.4400445692116,755.6674194335938,589500,0.0,0.0
2021-08-11 00:00:00-04:00,757.4387781989768,759.5450735793933,748.1328034946501,755.6005249023438,421300,0.0,0.0
2021-08-12 00:00:00-04:00,755.1027705413973,755.1027705413973,745.3660111234174,747.7977905273438,764600,0.0,0.0
2021-08-13 00:00:00-04:00,745.9498720853657,755.954730162951,743.4605929462404,755.3515625,454700,0.0,0.0
2021-08-16 00:00:00-04:00,754.2698342734307,757.2760313465816,746.5244284331171,753.8102416992188,426000,0.0,0.0
2021-08-17 00:00:00-04:00,748.4582360148731,750.0188051972892,737.5821685630035,743.479736328125,483600,0.0,0.0
2021-08-18 00:00:00-04:00,743.1541023880256,751.9239321213203,739.1426465348612,739.5447387695312,452500,0.0,0.0
2021-08-19 00:00:00-04:00,729.4154326710403,750.6123146425494,728.7835734301531,748.2188110351562,514000,0.0,0.0
2021-08-20 00:00:00-04:00,751.6368757329491,757.1897934089792,744.868039307481,754.6047973632812,507700,0.0,0.0
2021-08-23 00:00:00-04:00,761.1629453935443,777.8887216111922,760.7225196652703,777.0462036132812,724300,0.0,0.0
2021-08-24 00:00:00-04:00,771.7613537304933,773.3028146120417,767.4339385296488,771.292236328125,453800,0.0,0.0
2021-08-25 00:00:00-04:00,773.9826749767635,778.7218251340543,770.7083774864308,773.4561157226562,471100,0.0,0.0
2021-08-26 00:00:00-04:00,773.8390177359373,781.0769715675307,769.9040527095318,776.395263671875,450000,0.0,0.0
2021-08-27 00:00:00-04:00,779.5642924250293,799.2101929548747,779.1047583329213,797.43896484375,658900,0.0,0.0
2021-08-30 00:00:00-04:00,804.15983522442,807.0990649036895,801.1153054023634,803.8247680664062,491000,0.0,0.0
2021-08-31 00:00:00-04:00,807.8364374240435,808.2001963110222,791.9722841849089,797.5538940429688,579300,0.0,0.0
2021-09-01 00:00:00-04:00,802.9919353188664,814.4807558554136,801.0484402310518,806.2949829101562,581900,0.0,0.0
2021-09-02 00:00:00-04:00,815.8593249608901,825.3280408466561,812.7094947211289,824.5908813476562,746800,0.0,0.0
2021-09-03 00:00:00-04:00,812.3744591888521,826.2184495203742,812.3744591888521,821.555908203125,698000,0.0,0.0
2021-09-07 00:00:00-04:00,828.4300727474268,831.8671704656061,821.220868534681,825.06005859375,780900,0.0,0.0
2021-09-08 00:00:00-04:00,821.0772837419607,823.2697711024358,813.7148620999477,821.4411010742188,714900,0.0,0.0
2021-09-09 00:00:00-04:00,819.0379094350177,826.0078211945787,815.801887323101,817.1422729492188,641900,0.0,0.0
2021-09-10 00:00:00-04:00,833.8394145289172,838.07111355721,820.8762169270087,822.2835693359375,1137400,0.0,0.0
2021-09-13 00:00:00-04:00,832.1926778155243,835.0553579847157,824.3611389199519,834.1266479492188,636000,0.0,0.0
2021-09-14 00:00:00-04:00,846.1707280713099,857.7648479565204,842.2070712404354,850.2396850585938,978300,0.0,0.0
2021-09-15 00:00:00-04:00,849.2058210480942,852.0971932099591,841.9774490786011,851.4461669921875,799700,0.0,0.0
2021-09-16 00:00:00-04:00,839.7753262071814,851.8768975041079,838.1477316591341,849.5120849609375,811400,0.0,0.0
2021-09-17 00:00:00-04:00,837.8221772108114,838.0232525979695,816.0987310026808,823.2218017578125,1670500,0.0,0.0
2021-09-20 00:00:00-04:00,803.1451501663539,809.4735614371884,794.3562094916429,804.9259033203125,1122600,0.0,0.0
2021-09-21 00:00:00-04:00,823.3654105971652,825.6344478096959,808.5161018075839,818.3198852539062,905700,0.0,0.0
2021-09-22 00:00:00-04:00,815.543473679443,834.51918162264,813.2744364164951,827.9035034179688,669400,0.0,0.0
2021-09-23 00:00:00-04:00,840.0145915950969,850.861909491554,839.8901247141,842.3027954101562,744500,0.0,0.0
2021-09-24 00:00:00-04:00,830.411925896938,836.1563361066874,828.2673554349242,831.8097534179688,510400,0.0,0.0
2021-09-27 00:00:00-04:00,807.3578176513124,811.7618425556,797.5635575050562,799.727294921875,1063900,0.0,0.0
2021-09-28 00:00:00-04:00,760.9810973695143,765.2894044784433,740.1384462788454,746.9359741210938,2390100,0.0,0.0
2021-09-29 00:00:00-04:00,751.5602725231745,752.7378578178138,717.208697685137,718.4533081054688,2216000,0.0,0.0
2021-09-30 00:00:00-04:00,722.1201716645033,729.846409747763,710.669627256143,713.3695068359375,1078800,0.0,0.0
2021-10-01 00:00:00-04:00,713.2641964683518,713.2641964683518,697.342603085796,710.2100830078125,1180400,0.0,0.0
2021-10-04 00:00:00-04:00,697.8501603209164,699.0564374427488,678.8265921858326,682.5700073242188,1663500,0.0,0.0
2021-10-05 00:00:00-04:00,694.1544686880461,710.9951893601494,691.8375730655398,701.6509399414062,1201500,0.0,0.0
2021-10-06 00:00:00-04:00,694.4799969839663,703.4029871613143,688.3813532937712,701.2966918945312,973000,0.0,0.0
2021-10-07 00:00:00-04:00,713.6565620447772,721.5647070712313,710.612032561556,715.0065307617188,1267500,0.0,0.0
2021-10-08 00:00:00-04:00,717.4384458707345,717.8022631519848,698.2617222913647,699.1616821289062,1039700,0.0,0.0
2021-10-11 00:00:00-04:00,691.9908344545892,704.4849150551054,690.6312819561133,691.1387329101562,702500,0.0,0.0
2021-10-12 00:00:00-04:00,702.732880840062,702.732880840062,691.627043971969,694.1641235351562,868400,0.0,0.0
2021-10-13 00:00:00-04:00,711.493123905469,717.5343265258141,708.4772850612102,712.708984375,1170000,0.0,0.0
2021-10-14 00:00:00-04:00,736.8162253771638,745.4711729740919,733.0632275821662,745.1360473632812,1370500,0.0,0.0
2021-10-15 00:00:00-04:00,747.6925366607788,756.0027773380912,742.7906440809372,755.7730102539062,877400,0.0,0.0
2021-10-18 00:00:00-04:00,741.114975522512,754.7483639500316,740.0617987791977,754.6430053710938,1014600,0.0,0.0
2021-10-19 00:00:00-04:00,754.6047127237495,767.4721913143609,752.8047932158997,766.84033203125,956600,0.0,0.0
2021-10-20 00:00:00-04:00,748.9179144692457,751.694402840083,725.940273116652,734.997314453125,1894900,0.0,0.0
2021-10-21 00:00:00-04:00,731.9623011674838,754.01123046875,731.330383363735,754.01123046875,1083100,0.0,0.0
2021-10-22 00:00:00-04:00,764.1883685478999,774.3463852749045,762.3501738783796,766.8499145507812,1294600,0.0,0.0
2021-10-25 00:00:00-04:00,765.6244045231961,768.9753097585375,753.4845605685196,754.8536376953125,786000,0.0,0.0
2021-10-26 00:00:00-04:00,762.4746496018931,763.9968854062098,750.7847551520756,757.5248413085938,741400,0.0,0.0
2021-10-27 00:00:00-04:00,764.0638991395074,784.064032079631,763.2405478088708,766.878662109375,949800,0.0,0.0
2021-10-28 00:00:00-04:00,779.4397538805912,786.907474366621,776.1845652003237,778.5493774414062,687500,0.0,0.0
2021-10-29 00:00:00-04:00,772.8432214364872,779.7652742618216,770.4688843318922,778.2525634765625,583800,0.0,0.0
2021-11-01 00:00:00-04:00,772.5369208012646,773.5805142857186,762.551228848137,773.053955078125,573600,0.0,0.0
2021-11-02 00:00:00-04:00,779.7289309920552,784.8834766322021,778.7402274819837,779.4409790039062,503800,2.084,0.0
2021-11-03 00:00:00-04:00,785.5649612154835,798.2161588282687,777.9626776999389,796.71875,566900,0.0,0.0
2021-11-04 00:00:00-04:00,798.273916073787,818.9209261117173,796.3157250985081,816.3676147460938,1058200,0.0,0.0
2021-11-05 00:00:00-04:00,818.0377269494913,820.3510683331608,807.8726403336035,813.017578125,735300,0.0,0.0
2021-11-08 00:00:00-05:00,821.1860973091686,822.5683254204424,813.9773966045716,815.8299560546875,728100,0.0,0.0
2021-11-09 00:00:00-05:00,817.8264521431889,821.1380461512255,808.2180547315297,815.945068359375,676500,0.0,0.0
2021-11-10 00:00:00-05:00,796.3252352083948,801.9213464080103,782.4069891477129,785.0370483398438,737700,0.0,0.0
2021-11-11 00:00:00-05:00,799.8384324824847,805.3768947466145,795.9317177296526,799.95361328125,416000,0.0,0.0
2021-11-12 00:00:00-05:00,806.2984542653084,820.6966409486174,801.5950231808788,817.4618530273438,531200,0.0,0.0
2021-11-15 00:00:00-05:00,820.6966921953479,827.0318712970425,818.7673256854896,822.34765625,638000,0.0,0.0
2021-11-16 00:00:00-05:00,817.3563085987813,828.0013355123788,813.2479977352103,826.0239868164062,690900,0.0,0.0
2021-11-17 00:00:00-05:00,824.7282052418789,833.1751303297905,823.1923633982012,824.977783203125,549400,0.0,0.0
2021-11-18 00:00:00-05:00,842.2169489949284,845.7685127305915,835.632193637773,843.8487548828125,865800,0.0,0.0
2021-11-19 00:00:00-05:00,832.0710401032701,832.7429670820945,820.1877340763391,822.7794189453125,778200,0.0,0.0
2021-11-22 00:00:00-05:00,820.6965791042235,825.1695896520998,791.6314136549591,792.6201171875,880800,0.0,0.0
2021-11-23 00:00:00-05:00,779.0954173504857,786.4864978799337,761.2992805483693,775.0831298828125,1193000,0.0,0.0
2021-11-24 00:00:00-05:00,750.6254392281118,771.2436230822891,746.248392974533,770.1973876953125,1246700,0.0,0.0
2021-11-26 00:00:00-05:00,755.3864582964225,763.9869373170551,744.8757707031215,750.6446533203125,786300,0.0,0.0
2021-11-29 00:00:00-05:00,763.1135732005323,783.0022421300386,758.2949608623582,782.3111572265625,1410700,0.0,0.0
2021-11-30 00:00:00-05:00,774.6895602794906,788.3966020888536,755.5687867884685,759.7538452148438,1144500,0.0,0.0
2021-12-01 00:00:00-05:00,779.959237249596,799.2719970362177,770.2452669627409,771.74267578125,1201200,0.0,0.0
2021-12-02 00:00:00-05:00,752.9674849483038,764.4956411097467,747.0930301564233,757.7092895507812,957100,0.0,0.0
2021-12-03 00:00:00-05:00,754.4361236449486,759.014765551137,729.3545374746138,740.56591796875,1115600,0.0,0.0
2021-12-06 00:00:00-05:00,728.4329971064751,730.8519109902304,711.6543305448487,726.0429077148438,1222900,0.0,0.0
2021-12-07 00:00:00-05:00,756.3846284792257,776.9260618750088,752.276318365524,773.6720581054688,983200,0.0,0.0
2021-12-08 00:00:00-05:00,770.9844169738446,772.7025792577492,764.2460477834885,771.6658935546875,551500,0.0,0.0
2021-12-09 00:00:00-05:00,754.6184706909955,758.3140400997169,741.3721518250896,741.6121215820312,709100,0.0,0.0
2021-12-10 00:00:00-05:00,746.0948773443154,752.209302707773,741.4874106570439,750.471923828125,602700,0.0,0.0
2021-12-13 00:00:00-05:00,749.2528561651723,750.4719214024296,733.6740367029674,733.7987670898438,615100,0.0,0.0
2021-12-14 00:00:00-05:00,724.1519958894168,729.8056980183434,713.4301624257297,724.1232299804688,842400,0.0,0.0
2021-12-15 00:00:00-05:00,733.8946839035071,760.800061436236,730.1415242570853,760.435302734375,910700,0.0,0.0
2021-12-16 00:00:00-05:00,766.9432280079419,767.7495520481754,723.3839195826097,724.7085571289062,1006900,0.0,0.0
2021-12-17 00:00:00-05:00,721.0227688633202,727.5883677753386,714.1116861176649,719.7845458984375,1656700,0.0,0.0
2021-12-20 00:00:00-05:00,717.60557742141,726.3596699520049,714.5819934685017,722.6737670898438,647100,0.0,0.0
2021-12-21 00:00:00-05:00,744.6069438358247,752.9771194720294,734.3266768833291,751.6236572265625,838100,0.0,0.0
2021-12-22 00:00:00-05:00,746.5938810377031,760.33935546875,743.9062315313789,760.33935546875,534800,0.0,0.0
2021-12-23 00:00:00-05:00,762.7581903858538,773.3936065164739,762.2206605402137,769.2565307617188,496600,0.0,0.0
2021-12-27 00:00:00-05:00,762.52792438343,780.9480053009141,762.4894917269797,778.8746337890625,527500,0.0,0.0
2021-12-28 00:00:00-05:00,784.509126446046,784.509126446046,770.8692828042834,772.4818725585938,548500,0.0,0.0
2021-12-29 00:00:00-05:00,766.0889840427218,772.9329257263826,762.5278705901748,769.8037109375,404900,0.0,0.0
2021-12-30 00:00:00-05:00,771.4452519276908,775.8606724430325,767.8264888993807,768.1144409179688,411900,0.0,0.0
2021-12-31 00:00:00-05:00,769.352665923311,772.9714286856105,763.9485421906334,764.1981201171875,236400,0.0,0.0
2022-01-03 00:00:00-05:00,763.8141691308826,767.2889267107776,753.4667031217195,765.4939575195312,720600,0.0,0.0
2022-01-04 00:00:00-05:00,761.7887553230591,761.7887553230591,732.6660014547643,747.9281005859375,874100,0.0,0.0
2022-01-05 00:00:00-05:00,735.1809332099117,735.7856616948683,715.1482622376996,715.7529907226562,1193200,0.0,0.0
2022-01-06 00:00:00-05:00,709.8592963666156,733.1171441958334,700.5292426608078,732.5028076171875,2041200,0.0,0.0
2022-01-07 00:00:00-05:00,727.962809327289,732.7333808873568,713.7661582928093,725.7646484375,1363300,0.0,0.0
2022-01-10 00:00:00-05:00,687.7725022852161,698.4655095468415,674.1229927884527,697.9951782226562,1973400,0.0,0.0
2022-01-11 00:00:00-05:00,678.6248929725223,702.0939479045064,672.596882889852,699.9053955078125,2120700,0.0,0.0
2022-01-12 00:00:00-05:00,709.6481317391509,719.3813187308511,705.5110556474483,712.3933715820312,959700,0.0,0.0
2022-01-13 00:00:00-05:00,741.420086611356,746.709029089698,699.4062240934559,700.7884521484375,1628700,0.0,0.0
2022-01-14 00:00:00-05:00,706.0869209629905,716.6455892451721,698.9550275082073,714.65869140625,1313600,0.0,0.0
2022-01-18 00:00:00-05:00,711.2992291115648,711.3376031840137,685.5840308339647,686.5343017578125,1178500,0.0,0.0
2022-01-19 00:00:00-05:00,707.3733011843528,709.2354689683474,670.677142204242,670.78271484375,1593200,0.0,0.0
2022-01-20 00:00:00-05:00,695.806713115152,700.6924644922319,677.8761801486381,678.1161499023438,1536500,0.0,0.0
2022-01-21 00:00:00-05:00,678.9127668168971,692.2647159252219,666.8375317126996,666.856689453125,1689600,0.0,0.0
2022-01-24 00:00:00-05:00,639.3273575193283,661.0110485943092,622.6062827560272,659.8399658203125,2833100,0.0,0.0
2022-01-25 00:00:00-05:00,626.4554204644071,641.3527021312352,617.9892809805004,622.5487060546875,2095300,0.0,0.0
2022-01-26 00:00:00-05:00,635.0847811133957,652.1226342663213,618.7956031552368,627.0505981445312,1376700,0.0,0.0
2022-01-27 00:00:00-05:00,638.1274803874237,638.3194678845103,606.0675603101522,609.1967163085938,1465300,0.0,0.0
2022-01-28 00:00:00-05:00,608.179319944222,619.1027478123976,595.7680913213544,619.0931396484375,1339700,0.0,0.0
2022-01-31 00:00:00-05:00,624.5933547033915,650.3660856244247,622.0304938588082,650.0301513671875,1357400,0.0,0.0
2022-02-01 00:00:00-05:00,655.165505460484,656.278998088539,639.5387032836085,654.138427734375,945000,0.0,0.0
2022-02-02 00:00:00-05:00,660.3487659246326,663.5067467251647,647.044857122777,659.1968994140625,713600,0.0,0.0
2022-02-03 00:00:00-05:00,632.6466891506799,638.0027719007811,618.6132039770291,620.0146484375,1212000,0.0,0.0
2022-02-04 00:00:00-05:00,622.0496186040189,634.6816599534366,617.4901930287914,626.61865234375,863100,0.0,0.0
2022-02-07 00:00:00-05:00,627.9050150815717,634.873689004927,622.5296562987377,623.9503173828125,520300,0.0,0.0
2022-02-08 00:00:00-05:00,611.2988915841746,629.0662604884888,610.0990428854648,627.2520751953125,745300,0.0,0.0
2022-02-09 00:00:00-05:00,643.8771585001291,654.8581756686757,637.2444209528314,653.0728149414062,842000,0.0,0.0
2022-02-10 00:00:00-05:00,628.3271061004392,650.4330849846328,626.800872990048,630.5252075195312,961200,0.0,0.0
2022-02-11 00:00:00-05:00,631.1588691540462,633.8273611178273,600.1643947528262,603.034423828125,1116300,0.0,0.0
2022-02-14 00:00:00-05:00,601.0283133876637,609.4752376307625,595.1250335717189,602.7176513671875,890200,0.0,0.0
2022-02-15 00:00:00-05:00,621.502505356186,631.9363865607456,616.5399467779507,630.07421875,821400,0.0,0.0
2022-02-16 00:00:00-05:00,624.881190605738,639.2793747210776,618.8051405048836,637.2252197265625,610000,0.0,0.0
2022-02-17 00:00:00-05:00,632.8578987323527,635.65112118679,623.9214264902321,624.3341674804688,1020600,0.0,0.0
2022-02-18 00:00:00-05:00,625.9563612722762,631.3797016847882,615.2729020783345,621.8385009765625,899400,0.0,0.0
2022-02-22 00:00:00-05:00,612.8827824183064,626.8010288475398,604.5894132438831,614.581787109375,934000,0.0,0.0
2022-02-23 00:00:00-05:00,624.9579691675109,628.1927563661038,605.693192658804,606.38427734375,997000,0.0,0.0
2022-02-24 00:00:00-05:00,576.2057349892635,632.4258541881229,575.6202228689633,630.4869384765625,2047800,0.0,0.0
2022-02-25 00:00:00-05:00,630.5541663259252,640.3737695526765,623.9214273912008,640.3545532226562,1295400,0.0,0.0
2022-02-28 00:00:00-05:00,621.665677480755,645.5858465144347,621.665677480755,639.7689819335938,1979000,0.0,0.0
2022-03-01 00:00:00-05:00,633.7218740995513,638.415638909133,602.4010108014933,608.7650146484375,1097300,0.0,0.0
2022-03-02 00:00:00-05:00,616.8087039515422,632.0035471169152,612.4987978084479,629.075927734375,1035700,0.0,0.0
2022-03-03 00:00:00-05:00,625.860389841092,627.4729796995299,602.0265753720474,605.4821166992188,1020200,0.0,0.0
2022-03-04 00:00:00-05:00,579.4788262578752,584.9693047111696,558.2942947337062,570.4751586914062,2025300,0.0,0.0
2022-03-07 00:00:00-05:00,592.6196500623487,595.7104320089655,550.7305206691572,551.296875,1607200,0.0,0.0
2022-03-08 00:00:00-05:00,551.047383977519,569.6690024818483,536.351637997486,550.049072265625,1441800,0.0,0.0
2022-03-09 00:00:00-05:00,584.7103871464612,601.8442059383882,571.1280742158548,596.4113159179688,1593200,0.0,0.0
2022-03-10 00:00:00-05:00,575.485864887991,584.1343845074508,572.2606853388022,575.99462890625,735500,0.0,0.0
2022-03-11 00:00:00-05:00,589.365710252969,590.3255892598957,561.414038258174,562.3450927734375,819000,0.0,0.0
2022-03-14 00:00:00-04:00,575.4953243797913,577.3670997621261,554.1476291838494,554.3779907226562,1621700,0.0,0.0
2022-03-15 00:00:00-04:00,568.1715162471721,574.1899758478348,560.4348944637684,572.759765625,1542500,0.0,0.0
